customer_id,full_name,phone,email,birth_date,city,segment,registration_date,status
1316,Аникей Ерофеевич Орехов,366946272865,tamara20@example.com,2006-03-16,Almaty,mass,2024-04-06,inactive
1317,Melanie Barker,176434939416,tanya78@example.net,1993-09-05,Atyrau,affluent,2025-02-25,blocked
1318,Bernard Walton,672641879397,shawnwilliams@example.org,1989-12-31,Astana,premium,2023-12-28,active
1319,Michael Boyd,378047040793,phammary@example.com,1990-06-23,Atyrau,mass,2023-06-25,active
1320,Елена Валериевна Воронова,712567212300,kkeller@example.com,1999-05-09,Karaganda,mass,2026-04-03,active
1321,Никанор Тарасович Лебедев,578369030341,destiny29@example.net,1981-10-04,Karaganda,affluent,2024-11-08,blocked
1322,Rebekah Velasquez,060074614337,natalja91@example.net,1984-07-16,Almaty,affluent,2024-05-29,active
1323,Nicholas Mckenzie,876215774054,jmartinez@example.com,2007-12-25,Shymkent,mass,2022-04-23,active
1324,Lori King,634921223399,veselovfeoktist@example.org,1979-03-31,Almaty,mass,2022-03-06,active
1325,Иванова Кира Ивановна,677154176604,barbaramcclain@example.com,1985-09-09,Almaty,affluent,2022-05-20,active
1326,Jennifer Watson,664760852085,mark52@example.org,1981-11-21,Karaganda,mass,2023-10-14,inactive
1327,Leslie Mason,544220618506,ruslan_2014@example.org,1981-08-09,Astana,mass,2024-03-11,active
1328,Brenda Perry,903214303183,adriansamsonov@example.org,1999-04-20,Atyrau,mass,2021-07-01,active
1329,Jonathan Morris,524529615143,michael83@example.com,2005-01-15,Atyrau,affluent,2024-09-01,blocked
1330,Ann Allen,696338958641,elena_60@example.net,2005-09-12,Karaganda,affluent,2024-07-29,active
1331,Scott Villa,629368426851,ryancunningham@example.net,1991-07-12,Almaty,mass,2025-03-14,inactive
1332,Lisa Brown,038721215190,tjackson@example.net,1970-02-15,Astana,mass,2021-12-24,active
1333,Парамон Устинович Рябов,508243262538,youngdawn@example.com,1983-11-04,Astana,premium,2022-01-28,active
1334,Amy Henson,507450933280,taylorjoseph@example.com,2005-12-28,Almaty,mass,2021-08-26,inactive
1335,Захарова Жанна Леоновна,,thomas35@example.com,1969-12-09,Astana,premium,2023-09-01,active
1336,Колесников Орест Федотович,393929427021,nikitinirakli@example.org,1989-09-26,Almaty,mass,2022-10-07,active
1337,Stephanie Burnett,391299037191,carol95@example.com,1990-03-29,Astana,affluent,2022-02-10,active
1338,Гришин Бронислав Федосеевич,065910044364,kelly32@example.net,1994-05-19,Shymkent,premium,2026-01-26,blocked
1339,Суворова Виктория Викторовна,835278087857,evgenipotapov@example.com,1991-01-12,Karaganda,premium,2022-01-23,inactive
1340,Соболева Вера Львовна,754658617284,kornilegorov@example.com,1967-12-26,Shymkent,mass,2024-04-07,active
1341,Valerie Santiago,546351757351,cobbmegan@example.com,1975-07-30,Shymkent,mass,2025-06-05,active
1342,Jennifer Mccormick,337522964842,gerasimovvladimir@example.com,1990-03-21,Astana,affluent,2023-02-13,active
1343,Christina Davidson,660414264302,gardnerjeffrey@example.com,1997-01-31,Astana,mass,2023-02-03,active
1344,Геннадий Ефстафьевич Рожков,295014962840,james08@example.com,1973-11-03,Shymkent,affluent,2021-12-07,active
1345,Marcus Williams,446666948360,aprilwagner@example.net,1994-01-05,Astana,affluent,2025-01-31,active
1346,Felicia Schultz,266923257273,,2004-05-09,Astana,mass,2023-12-22,inactive
1347,Ипатий Феликсович Аксенов,051496180686,nbender@example.org,1985-12-17,Shymkent,mass,2025-03-25,active
1348,Евсеева Юлия Михайловна,956134408833,alekse_1976@example.net,2007-02-22,Astana,premium,2025-10-10,active
1349,Вишнякова Евфросиния Святославовна,980122016318,,1977-07-29,Karaganda,affluent,2024-04-02,active
1350,Шарапов Николай Григорьевич,098212702318,hlopez@example.org,1981-08-09,Shymkent,affluent,2021-09-09,active
1351,Mr. Stuart Terry,019176532448,kristendixon@example.com,1991-09-17,Atyrau,mass,2021-10-24,active
1352,Malik Wilson,027282040093,,1981-12-24,Astana,affluent,2022-11-21,active
1353,Alexandria Brooks,418325276252,poljakovveniamin@example.org,1973-10-31,Astana,premium,2022-03-01,active
1354,Лихачева Екатерина Викторовна,011678116786,filippovvaleri@example.com,1985-12-14,Astana,affluent,2024-12-14,blocked
1355,Richard Jackson,175304053198,,1987-08-18,Shymkent,mass,2025-02-04,active
1356,Carla Carter,037846797008,nikodim1985@example.com,1979-11-12,Almaty,affluent,2021-05-03,inactive
1357,Лихачев Гремислав Феофанович,973282901832,daviseric@example.org,1980-08-05,Karaganda,affluent,2022-12-08,active
1358,Орехов Эдуард Анатольевич,240651174711,inekrasov@example.com,1967-06-28,Astana,premium,2025-07-29,active
1359,Пестов Ираклий Антонович,448138819011,sporter@example.com,1990-02-16,Shymkent,mass,2026-02-01,active
1360,Justin Rojas,,fedorivanov@example.com,1984-10-05,Almaty,mass,2024-03-31,inactive
1361,Всемил Захарьевич Самойлов,095928489873,tiffanybernard@example.net,2006-07-13,Atyrau,mass,2023-08-03,active
1362,Мясников Ираклий Аксёнович,639846484427,,1975-05-10,Atyrau,premium,2024-10-29,active
1363,Wesley Kennedy,340620166334,zoja21@example.com,1991-08-24,Astana,mass,2024-08-19,active
1364,Shane Lewis,233570444551,kornil21@example.org,1995-04-18,Shymkent,mass,2025-09-26,blocked
1365,Keith Woods,188424638151,burovorest@example.com,1985-12-12,Atyrau,mass,2025-10-09,inactive
1366,Kevin Johns,473539987591,semenovaoktjabrina@example.com,1993-04-11,Karaganda,mass,2025-11-02,active
1367,Ольга Феликсовна Борисова,578245310812,rebecca37@example.net,1977-04-17,Karaganda,premium,2025-04-24,active
1368,Анжела Ивановна Евдокимова,669610696374,lavrentevarseni@example.net,2005-10-18,Karaganda,mass,2022-05-09,inactive
1369,Карл Феоктистович Михайлов,112502316004,grigori2001@example.net,1991-06-07,Almaty,mass,2023-04-03,active
1370,Анастасия Тимуровна Карпова,984250796699,,1999-06-22,Atyrau,mass,2024-07-09,active
1371,John Wilkinson,861595285994,nterry@example.com,1969-11-20,Astana,mass,2022-01-03,active
1372,John Hoover,760741059394,averki_43@example.net,1991-03-27,Almaty,affluent,2023-01-10,active
1373,Shelly Schmidt,609635476075,pavlovbronislav@example.net,2007-04-15,Shymkent,premium,2026-03-11,active
1374,Matthew Melendez,459408593565,lauriedavidson@example.com,1971-10-07,Almaty,mass,2024-08-22,active
1375,Jennifer Maldonado,737485251225,lellis@example.net,1998-05-28,Atyrau,mass,2021-07-07,active
1376,Ольга Эдуардовна Ситникова,965239674999,zikovaelena@example.net,1969-10-13,Atyrau,mass,2025-05-09,active
1377,Grace Klein,269575385139,matthewgilbert@example.com,1977-08-19,Almaty,affluent,2021-04-30,active
1378,Сократ Ильич Баранов,334611897873,denis_2006@example.com,1979-06-11,Almaty,affluent,2025-01-24,active
1379,Нестор Анисимович Николаев,085441843660,bojanpoljakov@example.com,1994-01-02,Shymkent,mass,2022-10-05,active
1380,Пелагея Наумовна Чернова,736576455459,silanti19@example.com,1997-01-13,Astana,mass,2021-06-25,active
1381,Ефремов Елизар Жанович,308923331351,julie07@example.org,1974-10-24,Atyrau,premium,2021-11-12,active
1382,Jeremiah Love,,lwright@example.net,1982-02-20,Astana,mass,2023-06-27,blocked
1383,Ананий Владиленович Данилов,771258284889,stephanie65@example.net,1968-07-31,Karaganda,affluent,2025-06-14,blocked
1384,Elaine Evans,239004152428,mark70@example.org,1997-10-15,Almaty,premium,2022-11-22,inactive
1385,Клавдия Мироновна Савельева,672502800417,ilarion1985@example.com,1998-05-02,Astana,mass,2025-02-23,inactive
1386,Попова Пелагея Эдуардовна,645752754283,gmcdaniel@example.com,1994-08-03,Astana,premium,2023-05-24,blocked
1387,Katie Bailey,556616689409,,2006-08-16,Astana,mass,2023-06-10,active
1388,Terry Robinson,322451825696,blohingalaktion@example.net,1990-03-18,Astana,mass,2022-11-22,active
1389,Olivia Wiley,879896319630,agata1972@example.net,2004-04-10,Almaty,premium,2025-07-22,active
1390,Monique Henderson,012746901763,paramon_1983@example.net,1982-08-26,Atyrau,mass,2022-03-24,active
1391,Агата Николаевна Устинова,306356735775,katiemeyer@example.org,2001-06-22,Karaganda,affluent,2024-08-30,active
1392,Кононов Гордей Харитонович,324827463523,,1999-11-23,Almaty,mass,2025-07-08,active
1393,Megan Cortez,218531112817,nikiforrodionov@example.com,2006-11-14,Almaty,affluent,2024-10-04,active
1394,Яковлева Наина Леонидовна,033790294037,alevtina_31@example.net,1975-12-04,Shymkent,mass,2023-09-23,active
1395,Нонна Леоновна Аксенова,950305687807,jprohorov@example.com,1972-11-06,Shymkent,affluent,2025-01-09,active
1396,Фёкла Сергеевна Фролова,151497776491,russellmichael@example.com,1999-09-26,Karaganda,mass,2023-10-30,blocked
1397,Keith Murphy,294849434577,bowenjohn@example.net,1972-02-09,Karaganda,mass,2026-02-13,blocked
1398,Логинова Анна Максимовна,783239593601,mooresteve@example.com,1980-09-28,Shymkent,mass,2021-05-29,blocked
1399,Joseph Nichols,020338811209,bphelps@example.org,1970-10-13,Astana,affluent,2024-09-06,inactive
1400,Raymond Gordon,670719056574,umendoza@example.com,1973-03-18,Atyrau,mass,2022-04-28,active
1401,Эдуард Абрамович Капустин,688730588681,,2000-09-16,Atyrau,mass,2024-05-01,blocked
1402,Dr. Stephanie Parks,401461597000,savelevaevfrosinija@example.net,1984-01-25,Shymkent,mass,2021-12-18,inactive
1403,Артемьева Полина Ильинична,939089413198,ojones@example.org,1977-02-23,Shymkent,mass,2025-11-30,blocked
1404,София Ждановна Лапина,111903594094,petersenlawrence@example.com,1974-10-10,Atyrau,mass,2023-01-28,inactive
1405,Тит Филатович Ларионов,660628951340,amandamitchell@example.net,1996-12-06,Shymkent,premium,2025-02-16,active
1406,Michael Carroll,026638207154,ljubosmisl_1976@example.org,1967-03-23,Atyrau,mass,2023-11-17,active
1407,Прохор Трофимович Одинцов,192889203028,wnelson@example.net,1969-08-03,Shymkent,mass,2023-11-15,active
1408,Селиван Харлампьевич Макаров,,helen14@example.com,1976-05-01,Almaty,premium,2022-05-16,inactive
1409,Elizabeth Cochran,269901851115,kristinstephens@example.com,1985-05-02,Almaty,mass,2023-02-07,inactive
1410,Andrew Richardson DDS,831934650275,wrightconnie@example.net,1979-10-04,Almaty,mass,2022-10-05,active
1411,Ефремов Мирослав Викентьевич,705155782638,gurisilin@example.com,1982-02-25,Astana,affluent,2025-08-06,inactive
1412,Michelle Watts,476237038547,robertdavis@example.org,1985-10-24,Atyrau,mass,2021-11-16,blocked
1413,Robert Mccarty,806253941854,caleb89@example.org,1999-10-12,Atyrau,mass,2022-03-21,inactive
1414,Жуков Милан Трифонович,328267354904,,1988-12-14,Atyrau,affluent,2021-10-02,active
1415,Jason Jefferson,643476088230,tihon_72@example.net,1993-10-21,Almaty,mass,2022-04-19,inactive
1416,Илья Аверьянович Красильников,017262803364,kondrati_2014@example.net,1982-12-02,Astana,mass,2023-04-16,active
1417,Cynthia Castaneda,310166366228,kevin40@example.net,1978-02-20,Atyrau,mass,2024-06-26,active
1418,Ryan Schultz,106600260469,kallistrat2004@example.com,1985-05-19,Astana,mass,2022-02-01,blocked
1419,Brandi Collins,667884573216,sisoevkir@example.org,1987-10-17,Karaganda,premium,2025-11-14,inactive
1420,Alexis Jones,729850230506,kingmatthew@example.org,1998-11-04,Atyrau,affluent,2023-01-22,active
1421,Philip Kelly,982492202881,panfilovafevronija@example.net,1998-12-04,Karaganda,affluent,2025-02-22,active
1422,Авдеев Глеб Фёдорович,,krilovaglafira@example.com,1972-02-25,Atyrau,mass,2025-09-09,inactive
1423,Rachel Allen,403765439994,leetricia@example.net,1997-06-26,Atyrau,premium,2023-10-04,active
1424,Sandra Garza,050487159051,rubenmartinov@example.org,1993-03-25,Shymkent,mass,2022-10-06,inactive
1425,Kenneth Hall,717400345688,emily73@example.com,1968-10-26,Atyrau,premium,2023-09-28,active
1426,Ефим Тимурович Мельников,741208180368,alla_1978@example.org,1999-02-12,Karaganda,affluent,2023-05-08,blocked
1427,Albert Foster,752668480316,dmills@example.com,1966-07-11,Astana,affluent,2024-03-25,active
1428,Карп Владиленович Костин,039539526088,moiseevfedot@example.com,1977-04-25,Atyrau,affluent,2022-07-26,active
1429,Lindsey Houston,547377049909,morrisonmichael@example.com,1978-07-08,Almaty,mass,2021-10-15,blocked
1430,Timothy Alvarado,573689108041,rweber@example.org,1990-06-22,Shymkent,affluent,2022-06-28,active
1431,Rebecca Byrd,658723634110,tbarajas@example.com,1986-03-24,Atyrau,mass,2025-05-08,inactive
1432,John Moore,912789885249,ozatsev@example.net,2005-07-06,Shymkent,mass,2026-01-12,active
1433,Cheryl Reeves,376318559670,nnazarova@example.com,1970-07-10,Karaganda,mass,2024-09-17,active
1434,Anthony Navarro,560231064079,vbogdanova@example.org,1989-04-26,Astana,mass,2022-09-06,blocked
1435,Thomas Newton,992519736654,shuff@example.net,1997-02-09,Atyrau,affluent,2025-01-26,blocked
1436,Лидия Георгиевна Турова,906771853601,jackiescott@example.org,2006-06-04,Atyrau,affluent,2025-11-16,active
1437,Комаров Осип Тихонович,,avksenti_64@example.org,1982-02-28,Atyrau,mass,2021-07-23,blocked
1438,Евдокимова Антонина Рудольфовна,622702543163,sokrat_46@example.com,1972-12-06,Astana,mass,2024-10-06,inactive
1439,John Vance,369061550261,milesmonica@example.com,1971-08-16,Shymkent,mass,2021-08-05,blocked
1440,Нина Натановна Быкова,540532421694,,1970-04-04,Astana,premium,2022-02-05,active
1441,Артем Демидович Туров,732136788645,rileystewart@example.org,2004-09-09,Shymkent,mass,2024-01-29,active
1442,Victor Moore,868744123599,sarahstewart@example.com,1966-10-17,Astana,affluent,2024-08-27,active
1443,Юдин Дорофей Игнатьевич,517975193784,carlkrause@example.com,2003-01-17,Karaganda,mass,2022-11-23,active
1444,Alicia Jones,213461646152,edwardthomas@example.net,1977-07-18,Atyrau,premium,2025-05-12,active
1445,Агата Борисовна Дорофеева,971988408943,pachecopatricia@example.net,2004-04-01,Shymkent,affluent,2021-07-09,active
1446,Соколова Лидия Степановна,808140334050,shirjaevamarina@example.net,1986-10-20,Astana,premium,2021-05-14,inactive
1447,Силина Валентина Егоровна,669460212467,williamhernandez@example.net,1980-08-29,Karaganda,mass,2025-05-18,active
1448,Зыков Карл Яковлевич,912609203314,wschmitt@example.com,1990-02-05,Astana,affluent,2023-04-23,inactive
1449,Дмитриев Фирс Изотович,389641645086,,1998-03-16,Atyrau,mass,2023-02-05,blocked
1450,Brandon Lopez,955745861805,leontidoronin@example.org,1967-04-17,Atyrau,affluent,2026-04-17,active
1451,Heather Gardner,069656932596,ibarker@example.org,1981-10-28,Astana,mass,2025-07-12,active
1452,Taylor Martinez,578022801771,annecox@example.org,1988-12-16,Atyrau,premium,2025-05-10,active
1453,Екатерина Игоревна Белова,910323186679,,1997-10-12,Astana,premium,2022-08-30,active
1454,Уваров Аркадий Ерофеевич,843782601877,jacobfitzpatrick@example.com,1986-07-28,Shymkent,affluent,2025-01-30,active
1455,Гусев Мирослав Эдгарович,277457502188,komarovkondrat@example.net,1971-12-04,Astana,mass,2024-04-13,active
1456,David Wilcox,204759835894,gilmorebarbara@example.net,1984-06-20,Atyrau,affluent,2022-06-18,inactive
1457,Кабанов Аполлинарий Вилорович,616794677818,,1994-12-28,Astana,mass,2023-12-16,active
1458,Erin Glover,185723501947,iduncan@example.com,2002-11-08,Shymkent,affluent,2024-06-01,active
1459,Tyler Acevedo,917822008100,williamrussell@example.com,1987-07-18,Atyrau,mass,2025-09-28,active
1460,Gerald King,710800458724,evgenija2020@example.com,1982-12-03,Karaganda,mass,2021-10-02,active
1461,Любовь Вадимовна Панова,251234335367,njimenez@example.com,1984-02-12,Shymkent,mass,2024-06-03,inactive
1462,Daniel Jones,,kapiton2026@example.com,1982-08-15,Astana,mass,2023-12-27,active
1463,Riley Hurst,124356683032,kdoronina@example.com,1991-09-15,Almaty,affluent,2025-06-28,blocked
1464,Francisco Smith DVM,,,2003-06-09,Shymkent,premium,2023-12-26,active
1465,Victor Alexander,439095195663,yvlasov@example.org,1994-06-22,Shymkent,mass,2021-11-11,blocked
1466,Аполлон Филатович Панфилов,481135373965,kathylarson@example.net,1999-08-12,Astana,premium,2023-02-13,active
1467,Jose Richards,129969915482,prohorovavasilisa@example.net,1984-10-31,Shymkent,premium,2024-10-23,inactive
1468,Филимон Георгиевич Воронов,021368841577,nazarovkarl@example.org,1975-06-09,Atyrau,affluent,2022-05-21,active
1469,Михаил Игоревич Наумов,355285870630,eleonora_2018@example.org,1968-12-23,Karaganda,premium,2025-04-23,inactive
1470,Kathleen Brooks,964726847464,,1999-10-25,Astana,mass,2026-01-29,inactive
1471,тов. Владимирова Алла Станиславовна,564505810580,anastasija_2001@example.net,1970-08-22,Almaty,affluent,2025-12-10,active
1472,Jeffrey Chapman,636465333477,jamesmendoza@example.org,1986-10-04,Almaty,mass,2025-05-06,active
1473,Горбачева Анжела Макаровна,374387345052,florescynthia@example.com,1999-08-22,Shymkent,mass,2025-12-04,blocked
1474,Margaret Simmons,597736609859,polina1986@example.net,1971-10-23,Atyrau,mass,2021-06-16,inactive
1475,Kelsey Warren,,,1982-08-29,Shymkent,mass,2022-05-08,active
1476,Глеб Артурович Баранов,877561918987,qwatkins@example.net,1976-11-12,Astana,premium,2023-09-29,active
1477,Новикова Анастасия Леонидовна,451736585405,kirillantonov@example.org,1971-08-27,Atyrau,mass,2025-05-25,active
1478,Жуков Иосиф Антонович,335359759809,dorofe_2011@example.org,1983-06-30,Atyrau,premium,2021-11-03,inactive
1479,Kathy Heath,,fjohnson@example.net,2004-10-21,Atyrau,mass,2024-02-16,active
1480,Анастасия Кирилловна Матвеева,729629010793,jkulakov@example.com,1987-06-18,Shymkent,premium,2025-12-22,blocked
1481,Megan Rojas,117753987245,rodion_2007@example.net,1980-11-03,Shymkent,premium,2022-07-07,active
1482,Константинова Агата Михайловна,597268395070,anikitaisakov@example.net,1966-08-17,Astana,premium,2024-11-19,active
1483,Трофим Демьянович Жданов,278537982149,walkerdale@example.org,1985-02-27,Shymkent,mass,2025-03-23,blocked
1484,Светлана Максимовна Лобанова,684836816723,arogers@example.org,2002-11-25,Karaganda,mass,2024-10-07,blocked
1485,Joann Sanchez,105772504025,isaevasofija@example.com,1986-04-08,Shymkent,premium,2026-04-22,inactive
1486,Nicole Mueller,802410415074,maslovnatan@example.org,1988-07-11,Astana,affluent,2022-05-19,active
1487,Tracy Davis,475000458408,isaevsamson@example.org,1984-04-22,Atyrau,mass,2021-10-03,active
1488,Richard Hanson,580363836472,mark81@example.com,2003-01-15,Karaganda,mass,2025-12-17,active
1489,Кира Геннадиевна Осипова,,,1988-05-01,Karaganda,mass,2022-07-03,active
1490,Kevin Landry,,rmorrison@example.org,1966-10-04,Astana,mass,2021-11-15,inactive
1491,Jason Cowan,312536127698,kaylamartin@example.net,1981-08-25,Astana,mass,2023-03-26,active
1492,Anthony Elliott,733157160426,seth65@example.org,2005-04-18,Almaty,affluent,2023-10-08,inactive
1493,Warren Fleming,945419137804,,1977-05-08,Atyrau,mass,2023-03-05,active
1494,Дементий Харламович Агафонов,741464402613,german55@example.com,1984-12-25,Shymkent,mass,2025-12-24,inactive
1495,Sandra Clark,551095425275,gorr@example.net,1969-12-14,Astana,affluent,2022-01-15,active
1496,Быкова Галина Руслановна,,pmoore@example.org,1987-10-08,Astana,premium,2024-07-24,active
1497,Jeffrey Mendez,687749294499,pankratiemeljanov@example.com,2003-03-21,Shymkent,mass,2023-07-28,active
1498,Lindsey Mcdowell,667832031613,,1972-12-02,Shymkent,affluent,2023-05-16,inactive
1499,Орлов Лучезар Богданович,664802362801,stojan_2017@example.net,1968-01-22,Shymkent,premium,2024-02-06,active
1500,Mary Allen,573415910660,joejames@example.org,2006-06-09,Karaganda,mass,2021-11-16,active
1501,Ксения Святославовна Жданова,518261350621,jonesmichelle@example.net,1983-01-03,Shymkent,mass,2023-05-18,inactive
1502,Костин Самсон Ильич,866508368168,,2005-02-06,Karaganda,mass,2023-04-20,active
1503,Laura Lee,005626070247,thanson@example.net,1968-08-04,Shymkent,premium,2021-09-27,active
1504,Дарья Владиславовна Кириллова,297254014938,,1968-12-23,Almaty,affluent,2023-08-20,active
1505,Amy Cervantes,636698375550,amberward@example.org,1999-05-25,Shymkent,premium,2024-04-29,active
1506,Андреева Нинель Вениаминовна,359804333156,andrew01@example.com,1997-09-23,Atyrau,mass,2024-05-30,active
1507,Аверьян Феодосьевич Сергеев,093164266331,antonin82@example.org,1967-08-18,Astana,premium,2026-04-09,active
1508,Riley Phillips,051995081900,,1966-08-27,Shymkent,mass,2021-10-02,blocked
1509,Angie Marsh,241302286710,,1972-12-06,Karaganda,mass,2026-04-25,inactive
1510,Brad Turner,717532279975,stewartsteven@example.net,2006-12-07,Atyrau,mass,2025-09-29,blocked
1511,Викентий Бенедиктович Виноградов,412484546731,leblanctheodore@example.net,1983-03-04,Atyrau,mass,2021-10-26,active
1512,Emily Raymond,703401176170,anatoliandreev@example.org,1970-03-17,Almaty,premium,2024-09-26,active
1513,Амвросий Демьянович Силин,965640019154,mckinneymorgan@example.net,1985-04-22,Almaty,premium,2025-08-11,active
1514,Philip Thompson,475466248223,,2002-02-06,Karaganda,premium,2021-12-09,inactive
1515,Michael Austin,665217464533,beverly50@example.com,1983-02-21,Astana,mass,2023-12-02,active
1516,Василий Давидович Носков,310789078695,rodriguezlauren@example.net,1999-01-18,Astana,mass,2021-11-03,blocked
1517,Tracy Fowler,733435973697,xnovikova@example.com,2007-08-26,Karaganda,mass,2021-11-09,blocked
1518,Одинцова Ольга Кузьминична,,dawn95@example.org,2001-06-10,Karaganda,mass,2025-07-05,inactive
1519,Mr. Jonathan Schmidt,,karp_06@example.org,1980-01-31,Atyrau,mass,2021-06-27,active
1520,Егор Афанасьевич Фадеев,179592822331,itucker@example.com,1987-11-12,Almaty,premium,2023-11-17,active
1521,Stephanie Martinez,141342773235,,2000-12-15,Shymkent,mass,2023-12-03,active
1522,Кириллов Изяслав Харлампьевич,587199425059,stephaniemckee@example.org,1996-09-01,Atyrau,premium,2024-05-16,active
1523,Добромысл Эдгардович Никитин,723816129213,prohorovafanasi@example.org,1981-05-26,Almaty,affluent,2023-10-19,inactive
1524,Аникей Вячеславович Беспалов,948412322232,alexandramorris@example.net,1968-06-16,Karaganda,mass,2023-09-14,active
1525,Агап Ильич Шилов,792131682260,prokofivinogradov@example.com,1968-10-24,Shymkent,mass,2022-05-12,active
1526,Kyle Hansen,374738113370,xjackson@example.com,1992-07-23,Karaganda,premium,2025-12-14,active
1527,Сысоев Игорь Ильясович,348118082938,artemevtvorimir@example.com,1967-08-21,Atyrau,mass,2025-09-27,active
1528,Colleen Jones,415330706667,kathyhall@example.org,1986-07-16,Atyrau,mass,2026-02-18,active
1529,Daniel Larson,134037791703,aksenovaantonina@example.net,1996-07-04,Atyrau,mass,2026-04-27,blocked
1530,Amanda Thomas,247424684732,saunderssierra@example.org,2003-04-01,Shymkent,affluent,2022-10-04,active
1531,Barbara Johnson,095789035508,,1980-05-29,Atyrau,mass,2023-04-01,blocked
1532,Zachary Johnson,051556740920,mlindsey@example.net,2008-04-12,Atyrau,mass,2025-06-13,blocked
1533,Angela Marks,670914465484,volkovakira@example.org,1967-10-25,Almaty,mass,2021-09-06,blocked
1534,Joel Rice,875256048992,ctaylor@example.com,1978-08-17,Astana,mass,2022-08-07,inactive
1535,Nancy Davis,165250815959,danielbentley@example.com,1969-10-26,Almaty,mass,2023-12-23,inactive
1536,Karen Brock,103231976702,,1998-11-30,Atyrau,mass,2021-09-06,active
1537,Леон Архипович Фокин,,robbinsjoseph@example.com,1978-01-02,Shymkent,mass,2022-09-27,blocked
1538,Samuel Shields,392488780737,klang@example.com,1967-03-02,Karaganda,mass,2024-03-13,active
1539,Heather Hart,628974767666,moiseevevgraf@example.com,1985-05-05,Atyrau,mass,2022-12-07,inactive
1540,Кудряшов Фока Эдуардович,675910563967,kristen77@example.org,1982-04-23,Shymkent,mass,2021-12-15,active
1541,Amy Costa,554494099857,nikita_37@example.com,1967-10-04,Almaty,mass,2025-07-22,inactive
1542,Martha Myers,354205095307,oanderson@example.net,2005-07-18,Atyrau,mass,2023-02-10,active
1543,Mitchell Perkins,660366980276,darlenetownsend@example.com,1986-04-08,Shymkent,affluent,2024-09-08,inactive
1544,Jennifer Garcia,777842471649,rblinov@example.com,1995-05-22,Shymkent,mass,2021-08-10,active
1545,Hailey Garcia,697807982307,arseni_1981@example.net,1967-03-28,Karaganda,mass,2025-05-04,active
1546,Christopher Archer,941801695991,pantelemon40@example.org,2000-12-19,Atyrau,mass,2022-01-12,active
1547,Мир Иларионович Белов,033905966694,evgeni83@example.net,2007-12-11,Atyrau,affluent,2024-02-03,inactive
1548,John Mendoza,030277217931,anikita_55@example.org,1981-05-01,Karaganda,mass,2025-10-04,inactive
1549,Michele Sanchez,687793889491,fmartin@example.com,1984-02-27,Astana,mass,2022-09-18,active
1550,Соколов Пров Тарасович,965241573180,adrian41@example.net,1987-03-28,Astana,mass,2025-12-03,active
1551,Брагина Ирина Ефимовна,026578149635,loginovepifan@example.com,1985-08-27,Astana,premium,2024-02-28,blocked
1552,Панфилова Клавдия Максимовна,313700174931,zlynn@example.com,2004-03-27,Atyrau,mass,2021-06-23,inactive
1553,Daniel Bass,101492621892,mcgrathrobert@example.org,1966-08-12,Astana,premium,2024-11-08,inactive
1554,Кулагин Лонгин Архипович,580471180045,olga_31@example.net,1980-05-19,Karaganda,mass,2025-12-16,active
1555,Victor Olson,779660548562,alan42@example.org,1990-05-11,Atyrau,mass,2024-05-19,active
1556,Deborah Reese,754182771148,xmakarov@example.net,1983-02-26,Atyrau,premium,2025-02-10,inactive
1557,John Hawkins,865044414429,ykuznetsova@example.net,2006-02-09,Karaganda,mass,2024-09-06,active
1558,Зыков Владилен Давыдович,268497042416,gennadi07@example.com,1988-08-02,Karaganda,affluent,2024-10-28,inactive
1559,Елена Олеговна Денисова,397661054171,evseevapolina@example.com,1984-10-08,Almaty,premium,2021-07-18,blocked
1560,Белякова Агата Александровна,842845576186,hamiltontony@example.net,1969-09-13,Atyrau,premium,2023-01-24,active
1561,Жукова Клавдия Эдуардовна,309215272597,,1991-09-13,Shymkent,premium,2025-04-26,inactive
1562,Мамонтов Аникита Изотович,769880122562,vgrigorev@example.org,1999-04-21,Astana,premium,2025-10-20,active
1563,Милица Викторовна Терентьева,370355959151,bmullins@example.net,1972-07-28,Karaganda,mass,2025-06-12,blocked
1564,Jennifer Russo,025368732092,michael80@example.com,1972-09-11,Atyrau,mass,2025-09-15,active
1565,Samantha Bullock,834100066584,melissafischer@example.net,1967-02-05,Atyrau,mass,2024-02-14,inactive
1566,Корнилов Лонгин Фёдорович,064937590447,olga_83@example.org,2006-06-03,Karaganda,mass,2022-09-16,active
1567,Панов Парамон Евсеевич,300501985754,simon_2013@example.net,1986-01-23,Atyrau,mass,2023-10-08,active
1568,Овчинникова Лидия Александровна,553205285155,maksimjakovlev@example.com,1973-11-19,Almaty,premium,2021-06-12,inactive
1569,Veronica Reed,391841805141,gorshkovaivanna@example.net,1969-09-17,Almaty,mass,2024-02-03,active
1570,Suzanne Lewis,692689947387,ermakovaviktorija@example.net,2007-05-20,Astana,mass,2021-08-30,blocked
1571,Holly Gonzalez,124137394912,petrkolesnikov@example.net,1973-10-23,Atyrau,mass,2024-05-04,blocked
1572,Michael Miller,945681508951,kristinehickman@example.org,2002-11-07,Atyrau,mass,2022-10-24,active
1573,Муравьев Аникита Валерьянович,423338831960,bishopjennifer@example.org,1992-04-03,Karaganda,mass,2025-09-18,active
1574,Ruben Stark,847072602757,gharris@example.org,1967-01-02,Karaganda,mass,2021-06-12,active
