account_id,customer_id,product_type,currency,balance,opened_date,closed_date,status
ACC106693,3338,debit,KZT,650283.4,2025-11-25,,active
ACC106694,3339,debit,KZT,79764.98,2025-05-06,,active
ACC106695,3339,savings,USD,669253.58,2025-08-16,,active
ACC106696,3339,salary,EUR,1129066.64,2026-02-10,,active
ACC106697,3340,deposit,USD,608469.87,2024-04-30,,active
ACC106698,3341,deposit,KZT,45946.34,2023-01-28,2026-02-10,closed
ACC106699,3342,savings,USD,766130.28,2025-10-29,,active
ACC106700,3342,salary,USD,1077898.17,2025-11-21,,active
ACC106701,3342,deposit,KZT,44882.85,2025-01-27,2025-09-22,closed
ACC106702,3343,debit,KZT,6910.45,2025-03-16,,active
ACC106703,3343,deposit,EUR,5466.79,2024-12-21,2025-04-07,closed
ACC106704,3344,deposit,KZT,1350062.81,2024-08-20,,active
ACC106705,3345,debit,KZT,480513.11,2026-02-09,,active
ACC106706,3346,savings,KZT,163896.25,2026-04-19,,active
ACC106707,3346,salary,KZT,253913.77,2024-08-14,,active
ACC106708,3346,debit,KZT,221964.25,2026-03-16,,active
ACC106709,3347,salary,KZT,40820.98,2025-02-26,2025-04-13,closed
ACC106710,3347,debit,KZT,1190037.36,2025-06-22,,active
ACC106711,3347,savings,USD,1417145.58,2024-12-07,,active
ACC106712,3348,deposit,KZT,1220674.41,2024-09-19,,active
ACC106713,3349,salary,EUR,1481368.36,2026-02-04,,active
ACC106714,3350,salary,KZT,46278.5,2024-12-29,2026-02-04,closed
ACC106715,3350,debit,KZT,37884.51,2022-07-22,2023-01-12,closed
ACC106716,3350,salary,USD,25574.85,2025-03-05,2025-03-08,closed
ACC106717,3351,debit,EUR,814079.0,2021-12-02,,active
ACC106718,3352,debit,KZT,1048700.76,2025-07-28,,active
ACC106719,3352,debit,KZT,181.87,2024-06-04,2025-03-01,closed
ACC106720,3352,deposit,EUR,907640.37,2023-12-16,,active
ACC106721,3353,salary,EUR,13554.89,2025-09-04,2026-04-26,closed
ACC106722,3354,deposit,KZT,129710.05,2026-03-18,,active
ACC106723,3354,salary,KZT,425481.67,2026-03-12,,active
ACC106724,3354,salary,KZT,616329.51,2026-03-06,,active
ACC106725,3355,deposit,USD,419598.38,2023-03-03,,active
ACC106726,3356,salary,KZT,870952.21,2024-10-02,,active
ACC106727,3357,savings,USD,248089.09,2023-11-13,,active
ACC106728,3357,debit,USD,1041790.6,2023-06-08,,active
ACC106729,3357,salary,USD,994942.8,2025-12-08,,active
ACC106730,3358,debit,KZT,955620.27,2025-06-19,,active
ACC106731,3359,deposit,KZT,1878.71,2025-06-29,2025-07-20,closed
ACC106732,3359,debit,USD,412946.39,2025-12-13,,active
ACC106733,3359,deposit,USD,9405.64,2024-11-17,2025-01-21,closed
ACC106734,3360,debit,EUR,37690.8,2025-04-28,,active
ACC106735,3360,savings,USD,35848.08,2025-06-27,2026-01-30,closed
ACC106736,3361,savings,USD,409009.71,2026-03-27,,active
ACC106737,3361,debit,EUR,49006.8,2026-04-20,2026-04-22,closed
ACC106738,3362,debit,EUR,30692.1,2023-05-15,2024-11-19,closed
ACC106739,3362,savings,KZT,413855.97,2023-07-04,,active
ACC106740,3362,salary,KZT,38496.92,2025-05-08,2025-12-06,closed
ACC106741,3363,debit,USD,98806.36,2025-07-07,,active
ACC106742,3363,deposit,USD,1482358.78,2026-02-10,,active
ACC106743,3364,salary,EUR,7634.15,2023-04-01,2024-08-13,closed
ACC106744,3364,debit,KZT,19685.89,2025-10-10,2026-01-22,closed
ACC106745,3365,deposit,KZT,8214.62,2023-07-20,2025-05-16,closed
ACC106746,3366,deposit,KZT,657987.55,2024-08-20,,active
ACC106747,3366,debit,KZT,1314535.97,2024-12-16,,active
ACC106748,3367,debit,EUR,1170721.4,2025-10-02,,active
ACC106749,3367,savings,KZT,44425.81,2025-04-25,2025-08-10,closed
ACC106750,3367,salary,USD,148015.3,2024-07-04,,active
ACC106751,3368,debit,EUR,38983.53,2022-04-06,2023-10-08,closed
ACC106752,3368,debit,KZT,482814.9,2021-10-26,,active
ACC106753,3368,debit,USD,724416.56,2022-04-20,,active
ACC106754,3369,salary,EUR,168460.47,2026-03-01,,active
ACC106755,3369,debit,KZT,400733.59,2025-11-27,,active
ACC106756,3370,deposit,KZT,1144600.97,2025-05-16,,active
ACC106757,3370,savings,KZT,1368184.66,2023-12-15,,active
ACC106758,3370,debit,EUR,554406.94,2023-02-21,,active
ACC106759,3371,deposit,KZT,1169420.02,2025-08-13,,active
ACC106760,3371,deposit,USD,666569.18,2025-10-29,,active
ACC106761,3371,savings,EUR,1214207.4,2025-11-25,,active
ACC106762,3372,salary,KZT,425297.79,2026-01-14,,active
ACC106763,3373,salary,USD,950654.15,2023-12-25,,active
ACC106764,3373,salary,KZT,861040.13,2024-04-30,,active
ACC106765,3373,salary,KZT,360494.26,2024-12-29,,active
ACC106766,3374,deposit,USD,467639.67,2026-04-01,,active
ACC106767,3375,salary,USD,19850.5,2025-11-24,2026-01-08,closed
ACC106768,3376,debit,KZT,184826.75,2025-12-30,,active
ACC106769,3376,savings,EUR,933967.96,2025-03-21,,active
ACC106770,3376,debit,USD,38470.64,2026-01-24,2026-03-24,closed
ACC106771,3377,savings,KZT,761907.86,2025-04-21,,active
ACC106772,3378,savings,KZT,1177806.12,2025-10-02,,active
ACC106773,3379,savings,KZT,581924.68,2025-11-06,,active
ACC106774,3379,debit,USD,1414161.97,2023-07-31,,active
ACC106775,3379,deposit,KZT,47155.41,2026-04-29,2026-04-29,closed
ACC106776,3380,savings,USD,694807.38,2025-08-24,,active
ACC106777,3380,deposit,EUR,7305.42,2025-09-20,2026-01-29,closed
ACC106778,3381,savings,USD,928575.09,2024-04-28,,active
ACC106779,3381,debit,EUR,932856.28,2025-12-02,,active
ACC106780,3381,deposit,EUR,23336.36,2025-08-04,2026-01-15,closed
ACC106781,3382,deposit,EUR,29836.83,2024-08-14,2025-09-23,closed
ACC106782,3383,salary,USD,477918.79,2025-04-09,,active
ACC106783,3384,deposit,EUR,315077.29,2023-11-28,,active
ACC106784,3385,salary,KZT,15304.24,2026-01-13,2026-03-04,closed
ACC106785,3386,debit,USD,839077.85,2025-12-27,,active
ACC106786,3386,deposit,USD,22987.0,2025-03-06,2025-05-18,closed
ACC106787,3386,debit,KZT,573019.09,2026-02-11,,active
ACC106788,3387,deposit,EUR,1068196.83,2025-11-01,,active
ACC106789,3387,debit,KZT,485639.54,2026-04-17,,active
ACC106790,3388,savings,KZT,1391151.33,2022-12-16,,active
ACC106791,3388,deposit,EUR,567442.1,2024-09-01,,active
ACC106792,3388,deposit,EUR,1121109.6,2023-01-13,,active
ACC106793,3389,deposit,KZT,1398855.44,2025-10-04,,active
ACC106794,3389,salary,KZT,305059.48,2023-03-25,,active
ACC106795,3389,savings,USD,149111.17,2022-09-25,,active
ACC106796,3390,salary,USD,1325173.68,2025-10-12,,active
ACC106797,3391,deposit,KZT,660.25,2023-03-06,,active
ACC106798,3391,debit,KZT,1267450.81,2024-01-26,,active
ACC106799,3392,deposit,USD,19867.22,2022-08-26,2025-01-18,closed
ACC106800,3392,savings,USD,10580.28,2024-07-13,2025-08-16,closed
ACC106801,3393,savings,EUR,105721.8,2024-08-05,,active
ACC106802,3394,deposit,USD,868922.98,2023-03-08,,active
ACC106803,3395,deposit,EUR,37506.72,2023-01-20,2024-08-17,closed
ACC106804,3395,deposit,USD,252329.62,2022-08-08,,active
ACC106805,3396,savings,USD,1038782.14,2026-04-23,,active
ACC106806,3397,deposit,KZT,10981.67,2025-05-05,,active
ACC106807,3397,debit,KZT,1244805.86,2024-07-24,,active
ACC106808,3397,savings,KZT,619479.08,2026-02-26,,active
ACC106809,3398,savings,KZT,4354.97,2022-11-20,2025-09-08,closed
ACC106810,3398,deposit,USD,137882.99,2024-11-03,,active
ACC106811,3399,savings,USD,1010527.04,2026-01-11,,active
ACC106812,3399,debit,KZT,3522.79,2025-08-23,2025-12-16,closed
ACC106813,3400,debit,KZT,608984.48,2023-06-28,,active
ACC106814,3400,salary,EUR,1124385.11,2026-03-03,,active
ACC106815,3400,deposit,KZT,723847.88,2025-09-09,,active
ACC106816,3401,salary,KZT,491416.41,2023-03-23,,active
ACC106817,3402,savings,KZT,1370580.74,2025-04-15,,active
ACC106818,3402,deposit,EUR,968701.12,2025-08-08,,active
ACC106819,3402,debit,KZT,64142.43,2025-07-11,,active
ACC106820,3403,salary,EUR,1222126.22,2025-12-25,,active
ACC106821,3403,debit,USD,898192.37,2026-02-02,,active
ACC106822,3404,salary,EUR,38598.32,2025-01-03,2025-12-15,closed
ACC106823,3404,savings,USD,387331.59,2023-11-21,,active
ACC106824,3405,salary,USD,20103.86,2026-01-09,,active
ACC106825,3406,savings,USD,473749.25,2025-05-26,,active
ACC106826,3406,salary,EUR,1221514.51,2024-07-01,,active
ACC106827,3406,deposit,EUR,1081555.44,2025-02-21,,active
ACC106828,3407,savings,KZT,396984.43,2025-12-12,,active
ACC106829,3407,debit,KZT,676807.48,2025-08-26,,active
ACC106830,3407,deposit,KZT,15403.78,2026-04-10,2026-04-29,closed
ACC106831,3408,debit,USD,95885.32,2025-12-20,,active
ACC106832,3408,savings,USD,56216.33,2025-12-16,,active
ACC106833,3408,deposit,EUR,960156.27,2026-04-06,,active
ACC106834,3409,salary,USD,1332451.12,2025-10-03,,active
ACC106835,3409,savings,KZT,335401.6,2025-02-07,,active
ACC106836,3409,debit,EUR,1023355.75,2024-12-26,,active
ACC106837,3410,salary,KZT,1318558.22,2026-03-19,,active
ACC106838,3410,salary,EUR,923846.77,2024-10-27,,active
ACC106839,3411,salary,KZT,663558.07,2025-09-06,,active
ACC106840,3411,deposit,EUR,446457.13,2025-07-04,,active
ACC106841,3411,salary,KZT,1201897.23,2026-04-21,,active
ACC106842,3412,deposit,EUR,1370486.03,2025-03-31,,active
ACC106843,3413,savings,EUR,299186.38,2025-12-16,,active
ACC106844,3413,savings,KZT,1091218.24,2025-02-16,,active
ACC106845,3413,debit,EUR,1989.65,2025-01-16,2025-09-02,closed
ACC106846,3414,salary,EUR,1180155.7,2025-07-18,,active
ACC106847,3414,savings,EUR,234605.72,2025-09-23,,active
ACC106848,3414,debit,USD,296167.39,2025-07-10,,active
ACC106849,3415,debit,KZT,1018698.15,2024-09-25,,active
ACC106850,3416,salary,KZT,12157.99,2024-07-26,2026-03-26,closed
ACC106851,3416,deposit,USD,612622.03,2025-10-23,,active
ACC106852,3416,savings,USD,17278.29,2025-01-28,2025-11-22,closed
ACC106853,3417,deposit,USD,217454.1,2023-08-05,,active
ACC106854,3418,debit,KZT,1198747.69,2023-10-12,,active
ACC106855,3418,salary,KZT,1270.84,2024-12-17,2025-04-17,closed
ACC106856,3418,debit,EUR,10903.71,2024-05-21,2025-06-18,closed
ACC106857,3419,savings,USD,1066532.22,2025-10-29,,active
ACC106858,3420,deposit,KZT,1140834.87,2024-08-07,,active
ACC106859,3420,savings,EUR,629648.98,2025-10-24,,active
ACC106860,3420,deposit,USD,524551.71,2025-09-25,,active
ACC106861,3421,deposit,USD,875741.37,2024-04-24,,active
ACC106862,3421,savings,KZT,1185202.73,2025-05-26,,active
ACC106863,3421,savings,KZT,986024.24,2024-05-09,,active
ACC106864,3422,deposit,KZT,768383.7,2026-01-08,,active
ACC106865,3422,savings,KZT,557763.51,2025-08-26,,active
ACC106866,3422,salary,EUR,361578.56,2026-03-29,,active
ACC106867,3423,savings,USD,17327.29,2024-09-04,2025-12-21,closed
ACC106868,3424,salary,EUR,1333548.9,2022-07-19,,active
ACC106869,3424,debit,EUR,159084.91,2024-09-24,,active
ACC106870,3424,debit,KZT,221730.01,2025-01-08,,active
ACC106871,3425,savings,KZT,1019597.77,2025-12-05,,active
ACC106872,3426,deposit,KZT,1362516.48,2022-11-23,,active
ACC106873,3426,salary,EUR,5645.16,2026-04-21,2026-04-25,closed
ACC106874,3426,savings,KZT,13223.65,2025-12-12,2026-01-12,closed
ACC106875,3427,debit,KZT,168805.13,2025-05-22,,active
ACC106876,3427,savings,USD,864690.53,2025-05-29,,active
ACC106877,3428,deposit,KZT,158655.69,2025-01-19,,active
ACC106878,3428,savings,KZT,480788.74,2024-12-22,,active
ACC106879,3428,salary,KZT,275240.75,2024-08-26,,active
ACC106880,3429,deposit,USD,689527.93,2026-02-24,,active
ACC106881,3429,savings,USD,1214447.84,2025-03-10,,active
ACC106882,3430,salary,KZT,1229871.53,2025-12-13,,active
ACC106883,3431,deposit,USD,1042284.74,2024-02-03,,active
ACC106884,3431,savings,USD,707873.33,2025-11-21,,active
ACC106885,3432,deposit,KZT,891519.69,2025-02-22,,active
ACC106886,3432,savings,KZT,25945.63,2026-03-20,2026-03-25,closed
ACC106887,3432,savings,USD,45493.38,2024-06-25,2024-11-20,closed
ACC106888,3433,salary,KZT,192452.33,2025-10-20,,active
ACC106889,3433,deposit,KZT,648625.29,2026-01-06,,active
ACC106890,3434,salary,EUR,1084112.17,2024-03-10,,active
ACC106891,3435,savings,KZT,781109.8,2026-04-20,,active
ACC106892,3436,salary,KZT,913441.44,2026-04-24,,active
ACC106893,3436,salary,KZT,31241.97,2026-04-23,2026-04-24,closed
ACC106894,3437,salary,EUR,1274701.03,2025-10-29,,active
ACC106895,3437,salary,USD,868981.27,2025-09-12,,active
ACC106896,3438,salary,KZT,1446033.44,2025-05-08,,active
ACC106897,3438,salary,KZT,45873.52,2025-06-13,2026-02-03,closed
ACC106898,3438,savings,USD,559506.0,2025-06-16,,active
ACC106899,3439,salary,EUR,33321.7,2026-01-30,2026-03-24,closed
ACC106900,3439,salary,KZT,578354.19,2026-03-29,,active
ACC106901,3440,savings,KZT,3182.74,2025-05-26,2025-11-01,closed
ACC106902,3440,salary,EUR,43942.38,2025-12-26,2026-04-20,closed
ACC106903,3441,deposit,KZT,1334154.93,2024-04-04,,active
ACC106904,3441,salary,KZT,45339.13,2022-01-24,2023-04-23,closed
ACC106905,3442,deposit,EUR,1492039.3,2023-07-27,,active
ACC106906,3443,debit,USD,989120.59,2023-12-11,,active
ACC106907,3443,debit,KZT,46061.63,2023-03-17,2025-04-01,closed
ACC106908,3444,salary,EUR,44652.92,2025-09-18,2025-09-20,closed
ACC106909,3444,debit,KZT,1326327.35,2026-04-17,,active
ACC106910,3444,savings,KZT,1162864.82,2024-08-19,,active
ACC106911,3445,salary,KZT,403701.35,2025-11-07,,active
ACC106912,3445,debit,KZT,227588.56,2026-03-29,,active
ACC106913,3446,debit,USD,35116.48,2024-09-10,2026-03-01,closed
ACC106914,3447,savings,KZT,1119175.08,2026-03-11,,active
ACC106915,3447,savings,EUR,1141581.61,2026-02-13,,active
ACC106916,3447,salary,EUR,11828.87,2026-01-31,2026-04-09,closed
ACC106917,3448,deposit,USD,9404.11,2022-04-24,2022-08-24,closed
ACC106918,3449,debit,KZT,20675.73,2026-03-23,2026-04-25,closed
ACC106919,3449,salary,KZT,962005.62,2025-11-25,,active
ACC106920,3450,deposit,KZT,1268004.11,2023-06-20,,active
ACC106921,3450,salary,KZT,777280.14,2023-05-27,,active
ACC106922,3450,debit,KZT,592007.66,2026-02-06,,active
ACC106923,3451,salary,USD,28931.87,2025-01-14,,active
ACC106924,3451,salary,USD,361776.5,2024-05-15,,active
ACC106925,3452,salary,USD,1088849.54,2021-09-20,,active
ACC106926,3452,deposit,EUR,173378.46,2023-11-28,,active
ACC106927,3452,salary,KZT,1431195.2,2026-04-22,,active
ACC106928,3453,savings,USD,409809.04,2025-08-04,,active
ACC106929,3454,debit,KZT,475250.96,2022-09-22,,active
ACC106930,3455,savings,EUR,165912.08,2024-08-06,,active
ACC106931,3455,savings,EUR,10562.24,2022-08-25,,active
ACC106932,3456,deposit,KZT,935203.06,2025-05-23,,active
ACC106933,3456,salary,KZT,21229.57,2026-01-05,2026-02-21,closed
ACC106934,3457,salary,KZT,25823.73,2025-07-31,2026-02-16,closed
ACC106935,3458,savings,EUR,27308.81,2025-07-08,2025-07-13,closed
ACC106936,3459,debit,EUR,824677.53,2026-04-14,,active
ACC106937,3460,salary,KZT,499233.87,2025-02-02,,active
ACC106938,3460,debit,EUR,629049.88,2024-08-30,,active
ACC106939,3461,deposit,USD,1051511.5,2025-04-06,,active
ACC106940,3462,debit,USD,1209145.11,2025-05-05,,active
ACC106941,3463,debit,EUR,537972.02,2025-11-29,,active
ACC106942,3464,savings,KZT,37222.95,2025-09-11,2026-01-12,closed
ACC106943,3465,savings,USD,426807.05,2022-07-28,,active
ACC106944,3466,debit,KZT,48375.58,2023-05-20,2024-07-21,closed
ACC106945,3467,debit,KZT,29077.1,2026-01-05,2026-01-12,closed
ACC106946,3467,salary,KZT,816545.62,2026-03-17,,active
ACC106947,3467,savings,EUR,1227392.44,2026-04-02,,active
ACC106948,3468,savings,KZT,1449977.67,2024-03-25,,active
ACC106949,3468,debit,KZT,1176490.68,2024-12-12,,active
ACC106950,3468,savings,KZT,1021219.74,2024-12-07,,active
ACC106951,3469,savings,USD,624343.57,2024-10-28,,active
ACC106952,3469,salary,KZT,316497.42,2022-04-09,,active
ACC106953,3470,salary,KZT,28490.37,2025-08-01,,active
ACC106954,3470,savings,KZT,916979.77,2025-09-18,,active
ACC106955,3470,savings,KZT,1350681.57,2026-02-16,,active
ACC106956,3471,deposit,KZT,223613.99,2026-04-15,,active
ACC106957,3471,debit,USD,378647.94,2025-04-17,,active
ACC106958,3471,salary,KZT,1152811.76,2025-07-15,,active
ACC106959,3472,salary,USD,745033.29,2026-04-24,,active
ACC106960,3472,debit,USD,1439988.92,2026-04-11,,active
ACC106961,3472,salary,EUR,1003330.69,2026-04-10,,active
ACC106962,3473,deposit,USD,474518.95,2025-08-16,,active
ACC106963,3473,savings,KZT,23745.25,2024-05-08,2024-12-19,closed
ACC106964,3474,debit,KZT,1313233.56,2026-01-19,,active
ACC106965,3474,salary,USD,28109.29,2025-06-12,2026-02-08,closed
ACC106966,3474,deposit,USD,556902.06,2025-09-07,,active
ACC106967,3475,debit,KZT,1493565.55,2023-07-25,,active
ACC106968,3476,savings,KZT,1183921.24,2025-11-19,,active
ACC106969,3477,deposit,KZT,311870.93,2025-11-11,,active
ACC106970,3477,debit,KZT,1370769.23,2025-12-19,,active
ACC106971,3477,debit,EUR,668447.45,2025-10-05,,active
ACC106972,3478,salary,KZT,30208.14,2025-09-22,2026-01-12,closed
ACC106973,3478,debit,EUR,1106224.89,2024-05-26,,active
ACC106974,3479,debit,EUR,106109.77,2024-11-11,,active
ACC106975,3479,savings,KZT,1150988.13,2025-03-28,,active
ACC106976,3480,deposit,KZT,604387.98,2025-08-02,,active
ACC106977,3481,deposit,KZT,880977.64,2023-10-08,,active
ACC106978,3481,salary,KZT,764953.49,2024-01-21,,active
ACC106979,3481,deposit,EUR,950686.8,2024-04-16,,active
ACC106980,3482,debit,KZT,368162.53,2025-04-15,,active
ACC106981,3482,debit,USD,905223.63,2026-03-14,,active
ACC106982,3483,debit,KZT,231826.41,2025-09-09,,active
ACC106983,3483,salary,USD,1394780.27,2026-04-16,,active
ACC106984,3483,savings,EUR,6754.77,2023-05-15,2025-07-26,closed
ACC106985,3484,savings,KZT,300734.12,2024-01-03,,active
ACC106986,3484,savings,KZT,64247.17,2024-07-28,,active
ACC106987,3485,deposit,KZT,845635.03,2022-09-08,,active
ACC106988,3485,savings,USD,293809.01,2025-12-31,,active
ACC106989,3486,salary,EUR,551422.54,2024-08-25,,active
ACC106990,3486,debit,USD,1225289.88,2023-11-14,,active
ACC106991,3486,debit,KZT,172194.41,2023-07-28,,active
ACC106992,3487,debit,EUR,146952.7,2026-04-03,,active
ACC106993,3487,debit,KZT,401262.83,2025-11-09,,active
ACC106994,3487,salary,KZT,40693.81,2025-10-12,2025-10-24,closed
ACC106995,3488,salary,KZT,1008615.62,2023-12-17,,active
ACC106996,3488,savings,KZT,940611.53,2023-02-24,,active
ACC106997,3488,debit,EUR,32414.77,2025-04-03,2025-07-19,closed
ACC106998,3489,debit,KZT,167273.68,2025-08-09,,active
ACC106999,3490,salary,KZT,1223284.68,2024-06-11,,active
ACC107000,3491,salary,EUR,617738.75,2025-11-15,,active
ACC107001,3491,debit,EUR,1265556.14,2026-04-11,,active
ACC107002,3491,debit,USD,15439.61,2026-03-03,2026-04-15,closed
ACC107003,3492,deposit,KZT,1223587.45,2022-12-30,,active
ACC107004,3493,debit,EUR,992783.56,2025-05-06,,active
ACC107005,3494,debit,KZT,324098.44,2025-03-03,,active
ACC107006,3494,deposit,KZT,330405.41,2025-07-11,,active
ACC107007,3495,salary,USD,742989.09,2025-10-03,,active
ACC107008,3495,deposit,USD,557487.32,2025-07-29,,active
ACC107009,3496,savings,KZT,789866.64,2026-02-27,,active
ACC107010,3496,debit,EUR,402072.01,2026-02-10,,active
ACC107011,3496,debit,EUR,929976.41,2026-03-07,,active
ACC107012,3497,salary,KZT,14175.69,2023-03-26,2025-02-19,closed
ACC107013,3497,salary,KZT,172701.05,2024-12-07,,active
ACC107014,3498,salary,EUR,731756.56,2025-09-15,,active
ACC107015,3499,savings,KZT,43346.97,2026-02-21,2026-04-04,closed
ACC107016,3500,salary,EUR,21057.98,2025-10-12,2025-12-23,closed
ACC107017,3500,savings,USD,1495386.43,2026-01-18,,active
ACC107018,3501,deposit,USD,1450324.81,2025-03-29,,active
ACC107019,3501,debit,EUR,941232.01,2025-04-26,,active
ACC107020,3502,savings,EUR,1124551.21,2026-04-26,,active
ACC107021,3502,savings,USD,15440.33,2026-04-27,2026-04-27,closed
ACC107022,3502,salary,KZT,1574.21,2026-04-28,2026-04-28,closed
ACC107023,3503,savings,EUR,1435418.89,2024-05-28,,active
ACC107024,3503,savings,KZT,44001.53,2026-03-15,2026-03-26,closed
ACC107025,3504,deposit,KZT,1634.06,2025-10-03,2026-03-01,closed
ACC107026,3504,salary,EUR,3068.94,2025-11-11,2026-02-05,closed
ACC107027,3505,deposit,KZT,31167.72,2024-10-13,2025-06-02,closed
ACC107028,3505,debit,EUR,661658.04,2025-03-25,,active
ACC107029,3505,debit,KZT,307.74,2024-11-04,2025-07-08,closed
ACC107030,3506,salary,KZT,32740.52,2026-04-11,,active
ACC107031,3506,debit,KZT,1449304.35,2025-07-16,,active
ACC107032,3506,savings,USD,919085.34,2026-03-16,,active
ACC107033,3507,savings,EUR,320527.83,2026-02-22,,active
ACC107034,3507,salary,EUR,1372972.54,2025-04-18,,active
ACC107035,3507,debit,EUR,267830.55,2025-06-14,,active
ACC107036,3508,salary,EUR,575462.85,2025-03-21,,active
ACC107037,3509,deposit,USD,35443.06,2023-07-20,2025-04-22,closed
ACC107038,3509,salary,USD,28856.93,2025-01-01,2025-02-11,closed
ACC107039,3510,debit,KZT,479017.27,2023-08-05,,active
ACC107040,3511,savings,KZT,2090.42,2025-10-26,2025-12-07,closed
ACC107041,3512,deposit,EUR,544285.7,2024-06-15,,active
ACC107042,3512,deposit,KZT,30975.89,2025-05-12,2026-03-08,closed
ACC107043,3513,savings,EUR,45347.3,2024-08-09,2026-02-20,closed
ACC107044,3513,deposit,KZT,620505.74,2026-04-13,,active
ACC107045,3514,salary,USD,949876.83,2026-02-03,,active
ACC107046,3514,salary,KZT,729531.05,2025-08-12,,active
ACC107047,3514,savings,USD,1000545.42,2024-04-23,,active
ACC107048,3515,deposit,KZT,1046138.87,2026-04-11,,active
ACC107049,3516,deposit,KZT,965625.97,2026-04-02,,active
ACC107050,3516,deposit,KZT,1385833.18,2023-06-06,,active
ACC107051,3517,salary,KZT,1166244.85,2025-09-27,,active
ACC107052,3518,debit,EUR,1427100.93,2024-02-22,,active
ACC107053,3519,debit,USD,811706.18,2023-05-09,,active
ACC107054,3520,salary,KZT,739252.86,2025-05-27,,active
ACC107055,3521,deposit,USD,231103.89,2026-04-19,,active
ACC107056,3521,savings,KZT,809453.39,2025-10-18,,active
ACC107057,3522,deposit,USD,738635.33,2025-03-04,,active
ACC107058,3523,savings,USD,1247212.62,2026-04-21,,active
ACC107059,3523,deposit,EUR,8574.85,2022-03-07,2022-09-15,closed
ACC107060,3524,savings,KZT,390791.19,2023-07-01,,active
ACC107061,3525,savings,USD,313011.71,2026-03-18,,active
ACC107062,3525,deposit,EUR,866962.91,2026-03-01,,active
ACC107063,3526,salary,KZT,49530.05,2023-09-11,2025-10-09,closed
ACC107064,3526,salary,USD,1017319.93,2025-03-12,,active
ACC107065,3526,deposit,USD,293913.82,2024-09-14,,active
ACC107066,3527,savings,KZT,914927.16,2022-12-28,,active
ACC107067,3527,deposit,EUR,906589.46,2026-03-23,,active
ACC107068,3527,deposit,KZT,1418894.57,2025-05-29,,active
ACC107069,3528,deposit,USD,46727.86,2024-06-14,2025-05-19,closed
ACC107070,3528,salary,USD,447932.42,2025-04-07,,active
ACC107071,3529,deposit,KZT,763198.95,2025-05-29,,active
ACC107072,3530,savings,EUR,1007500.4,2026-04-15,,active
ACC107073,3531,savings,USD,1233632.25,2025-11-21,,active
ACC107074,3531,deposit,USD,16258.75,2025-04-04,2025-06-07,closed
ACC107075,3531,debit,KZT,341615.86,2024-12-28,,active
ACC107076,3532,salary,EUR,3678.76,2024-07-11,,active
ACC107077,3532,deposit,KZT,45615.78,2026-01-21,2026-02-03,closed
ACC107078,3533,salary,USD,251175.28,2025-11-29,,active
ACC107079,3533,debit,KZT,315355.24,2026-03-24,,active
ACC107080,3533,salary,KZT,181076.92,2025-10-10,,active
ACC107081,3534,salary,KZT,988440.92,2022-03-17,,active
ACC107082,3535,savings,USD,7203.48,2023-06-11,2025-08-30,closed
ACC107083,3535,salary,EUR,101697.13,2024-11-20,,active
ACC107084,3536,debit,EUR,31073.84,2023-12-21,2025-08-22,closed
ACC107085,3536,salary,EUR,1028114.38,2025-04-11,,active
ACC107086,3537,savings,KZT,1117124.22,2024-11-02,,active
ACC107087,3538,debit,KZT,497399.85,2025-03-04,,active
ACC107088,3538,salary,EUR,112365.31,2024-10-26,,active
ACC107089,3539,salary,USD,1310789.79,2024-10-27,,active
ACC107090,3540,debit,USD,1181707.3,2023-11-04,,active
ACC107091,3541,salary,KZT,11810.81,2026-04-11,,active
ACC107092,3541,debit,USD,1462329.66,2026-03-09,,active
ACC107093,3541,salary,KZT,26294.08,2026-04-04,2026-04-17,closed
ACC107094,3542,salary,KZT,477699.78,2026-03-05,,active
ACC107095,3543,salary,EUR,1009668.85,2024-12-27,,active
ACC107096,3544,deposit,KZT,41257.67,2026-01-10,2026-02-04,closed
ACC107097,3544,salary,EUR,139876.32,2025-07-05,,active
ACC107098,3545,debit,EUR,296794.87,2025-05-13,,active
ACC107099,3545,savings,USD,1111529.14,2024-11-05,,active
ACC107100,3545,debit,USD,1495101.28,2023-11-15,,active
ACC107101,3546,savings,KZT,1374635.6,2025-08-28,,active
ACC107102,3546,deposit,USD,836971.19,2026-03-10,,active
ACC107103,3547,salary,KZT,854058.61,2022-12-08,,active
ACC107104,3547,savings,EUR,831081.64,2023-06-13,,active
ACC107105,3548,debit,USD,35270.7,2025-08-11,2026-04-21,closed
ACC107106,3548,savings,KZT,43751.19,2026-04-10,2026-04-11,closed
ACC107107,3549,deposit,EUR,514245.63,2025-01-15,,active
ACC107108,3550,deposit,EUR,19054.75,2023-12-02,2025-08-11,closed
ACC107109,3550,salary,USD,972204.34,2025-04-27,,active
ACC107110,3550,salary,EUR,699124.62,2025-06-30,,active
ACC107111,3551,debit,EUR,16036.04,2024-02-08,2024-08-15,closed
ACC107112,3551,savings,KZT,5994.74,2025-12-30,2026-02-01,closed
ACC107113,3551,savings,EUR,492928.66,2025-07-01,,active
ACC107114,3552,salary,USD,23643.68,2025-11-04,2026-03-19,closed
ACC107115,3552,savings,USD,6133.12,2024-07-14,2024-11-15,closed
ACC107116,3552,deposit,KZT,1318305.73,2024-10-07,,active
